x,y,cls
0.8168054436722707,0.5216446951860096,0
1.6185964197997924,-0.37982927267259636,1
-0.02126952714693417,0.27372826219417523,1
-1.0218104063832656,-0.07543983836352039,0
1.7665463314754906,-0.17069873903010105,1
1.8820286957994972,-0.042384492149655284,1
0.9748155088328299,0.20999373534508556,0
0.8879878238122609,-0.4893673499774614,1
0.8986515644784479,0.36637761597073587,0
1.1163897425011668,-0.534603852281773,1
-0.36380035733215055,0.8279018468093,0
0.247024170641561,-0.2385667646098658,1
1.8165865808413613,-0.13088387452075112,1
1.216390502042343,-0.4068576098469539,1
-0.8236696008317257,0.6423517820020366,0
0.9806558330525754,0.2085083752576517,0
0.5409717516934739,0.886168225719065,0
0.34803099630876516,-0.3010135103297315,1
0.3518149694813853,0.8882776452917857,0
-0.7770864200239589,0.8225387226762046,0
1.925908127930592,0.012141462489560256,1
0.8609672257768053,-0.47653215576721125,1
0.19990694571886664,0.996723585940277,0
1.2895300987577587,-0.3707108687298649,1
-0.2784763570369318,1.025384519138668,0
0.24187916342212842,-0.07627811610988744,1
1.8498876825048671,-0.0977367354267125,1
1.884068687400457,0.04494020084305657,1
0.1658220005641683,-0.0861312582229225,1
0.13861368978586056,0.8963903579728775,0
0.8908702411936019,0.522658820637642,0
-0.2280658689068732,0.8409188163570189,0
0.982792079267752,-0.46457770822380157,1
0.042377487114823705,0.19457897939000524,1
0.7642261164780437,0.6722333206181572,0
1.9110893773332713,0.2117833888219939,1
0.4360843186169329,-0.2300722059738904,1
0.961869382919592,0.09923426355245886,0
-0.8433668374262108,0.5241433438610638,0
-0.04122465637956635,0.3572187272959165,1
0.5550765263617962,-0.42493298043014316,1
-0.43882860432695137,0.8594038856640628,0
0.653264601142176,0.7123538185269372,0
0.10274835236134441,0.06721413959954936,1
1.5486824049196752,-0.340121955365761,1
-0.3731837114917277,0.9550641148917607,0
1.017069779546365,0.19210044324276132,0
-0.7192368482342129,0.6547667649926477,0
0.16135771739633958,-0.10771977515303419,1
0.8643404486578421,-0.4594568042976627,1
-0.6971753260587878,0.8013373385122284,0
0.32791174584218097,-0.19619019279145,1
1.9804673415232734,0.03848682090613942,1
-0.9047978397904133,0.057239379186481865,0
1.0451539701546235,-0.5002034943567774,1
0.7534212951992764,0.6568800450783515,0
0.5496857719575924,0.7363574393412222,0
1.240380864880231,-0.4757790325188116,1
0.24918868151527174,0.9424619942506756,0
-0.20756104708796985,0.9929059405814985,0
0.35136403283074286,-0.2906543154532824,1
-1.0162875299663354,0.16290243968668253,0
1.7813705609485657,-0.12449310007040428,1
0.8742382477677051,0.5306534645042185,0
1.099976438219453,-0.4673376266334291,1
-1.0702274431068057,0.2365448033851565,0
-0.15869858336390993,1.014974818396321,0
1.4656924734521233,-0.38089770413543883,1
0.030252086241418986,0.9779214218941581,0
-0.9365943032993428,0.4567492623850973,0
0.6603830717331564,-0.4657622229287334,1
-0.9914472810601037,0.4066209365616006,0
0.46339846621608327,-0.4660541557137799,1
-0.13200600455849518,0.5244723391563191,1
0.8156699719718332,-0.42821617471306134,1
-0.9482094655466501,0.3771709623371545,0
0.05300204890018048,0.18597405780400095,1
0.9264863386493691,0.4098897474124808,0
0.606899974357827,0.782793226704067,0
0.729613913090043,-0.37215252131948773,1
1.979602597909764,0.12425417277934729,1
-0.020539019429525213,0.9760155770055489,0
0.6381836350092039,-0.4991676304205971,1
2.006391793526921,0.4459764240623266,1
0.023155389583702356,0.24035667041524125,1
-0.35883876754603417,1.0271683320323033,0
0.9541465310577094,0.04177432756912159,0
-0.3392153193146809,0.9630888784070667,0
0.5995049244247563,-0.39774851649862797,1
1.9901964358810011,0.393600485300844,1
0.331257288128833,0.9365781994389966,0
0.9946042203727617,0.3506336336662611,0
1.9884545708838057,0.2628360971084031,1
-0.6747371789257804,0.7641973838723097,0
2.0075110673830054,0.36511659923232437,1
1.7829833139860742,-0.1149040069573774,1
1.7361665281777698,-0.22781554012349436,1
0.4064621557860991,-0.2542290410890008,1
-1.0250534569332952,0.24337404172353555,0
0.06414295612834892,0.07759792706746066,1
1.3009214480198916,-0.580897574708886,1
1.9742557159417193,0.30889896752366724,1
0.0322838817332117,1.079377445200174,0
1.0308615615021235,-0.023890818188036622,0
-0.9006249190273801,0.30653638897124136,0
0.08068561000841282,0.291313729513507,1
-0.9880776513911396,0.10397649958377635,0
-0.47394435496615706,0.9614321241658487,0
1.5465193242788804,-0.35008496710907233,1
0.23332452661525713,0.8964898441608593,0
-0.5848168737377003,0.80318956258424,0
0.03748779763987738,1.0232211120900208,0
-0.01943215421438394,1.0700103220063364,0
-0.8532366746585016,0.39896936917063563,0
0.9263553454470914,0.37695325915960187,0
1.4325055318709503,-0.5014898137468269,1
0.6062275643607642,0.6622953103185207,0
1.9440155354591946,0.1368557256810863,1
0.5798441410309267,-0.3986890662756295,1
0.7431751882408199,0.509983163603108,0
0.8711668642686966,0.5410519067729904,0
-0.7104574532504682,0.5728187715771834,0
-0.030815679530911702,0.33644614195059047,1
-0.02985050201140879,0.995531140141458,0
-0.06313346747731736,0.4219417427535722,1
-0.7922321423062557,0.683541646762367,0
0.9209843419332786,0.04171050589628211,0
0.17794376878604326,0.045368927271068664,1
1.3493482770660188,-0.3941652037319292,1
1.9838714326679712,0.5089844518106312,1
1.0010489152347946,0.27158453970062757,0
-0.5425423953566147,0.7625761248633086,0
-0.9969010979463845,0.4722640334104726,0
0.23408510556200285,-0.15381658468239476,1
1.2143701857415208,-0.408620217466648,1
1.6010174462148448,-0.17940652083652037,1
1.158442017781342,-0.4040859070191752,1
-1.0092252336483258,0.21613589530590888,0
2.0186595651405512,0.503134262368437,1
0.8883986627771667,0.3901709324972805,0
0.10170895814198878,-0.012064806404100223,1
-0.012419658392449351,0.4706490457389511,1
0.4456650425441297,0.9459599841351781,0
-0.3569344018353525,0.983192061039988,0
-0.4384503676249994,0.8837416746075627,0
1.0153417825554019,0.06687468985246445,0
0.23106069503845827,0.011534949165583022,1
1.3509877244099255,-0.44520506939285803,1
0.25423420802770863,1.0205525028465396,0
-0.005864564229802818,0.24919627314565285,1
0.4752852008817291,-0.3702843209819343,1
1.6807176820939662,-0.34775295626358516,1
0.8456428246354796,0.45629647471074153,0
0.34218757209999007,0.9061394761785524,0
0.587413675824549,-0.3507874152214446,1
-0.1781829238057518,0.9664154060128509,0
1.2586552825460704,-0.47400089719108845,1
0.3354281413450259,-0.1802334282657278,1
0.5263077386163315,0.9487606821533848,0
0.6424050994621768,0.7771710541481326,0
0.15770292032403394,0.04709417392789691,1
1.1117886295038044,-0.5065277977382304,1
0.6037090318050344,0.8375991171680967,0
1.4824711751325774,-0.3272196086630854,1
0.39793420785716527,-0.3687658842029645,1
1.6724093395333453,-0.09328042789694624,1
0.4755129495918798,0.8554725452174269,0
0.7060511649685566,-0.422418869645473,1
1.5641894305659148,-0.3486062626473723,1
0.9401285395632449,-0.5750887701641074,1
0.6140030118844003,0.8383382282159358,0
-1.0713975737856734,0.026693155422241245,0
-0.9130899576019843,0.5262643514489188,0
-0.7482446872784877,0.5182374227266181,0
0.14688241059397922,0.02972010451978829,1
0.9436201433472216,-0.4482942530235463,1
1.844898294618469,0.4060192446689547,1
-0.6682734712780305,0.6908568183273456,0
-0.736241798539231,0.5995188380968243,0
0.6014648171473271,0.7255170589161936,0
1.4743770296438,-0.37541022156232856,1
-0.8876000523643851,0.5086451717705048,0
1.928921643040576,0.18201791383211124,1
1.786734223689522,-0.27470711132263625,1
1.951302277358737,0.26574548953552657,1
0.3347166616690279,0.9805708901332809,0
-0.16884748553857182,0.8920641071274974,0
0.7706399350039733,-0.5175033769408777,1
-0.8870050346267055,0.3669636560066931,0
-0.6288649178796699,0.7908721118201533,0
-0.9300678289880796,0.38754884850602656,0
0.42447857605559847,0.932687738705203,0
0.8086139233897207,0.5359992371836193,0
0.9400092761501126,0.2711143095326538,0
-0.016091809627127394,0.37369612060742724,1
-0.5363338482051548,0.8602683727689541,0
1.8828174896988241,0.24435589021971577,1
0.1757516099360155,-0.00723100475509813,1
0.12423604113741277,1.0079016133820542,0
1.621525675409593,-0.22328525468058885,1
